,id_ta,food,service,value,atmosphere,is_verified,has_phone_number,has_hours,has_website,has_menu,distance,has_tcAward
951,d939672,40.0,40.0,35.0,40.0,0.0,1.0,1.0,1.0,0.0,0.7,1.0
952,d801043,35.0,40.0,35.0,35.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0
953,d8118182,,,,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
954,d10730566,30.0,25.0,25.0,,0.0,1.0,1.0,1.0,0.0,0.1,0.0
955,d7094521,,,,,0.0,1.0,1.0,1.0,0.0,0.8,0.0
956,d2386263,,,,,0.0,1.0,1.0,1.0,0.0,0.1,0.0
957,d8533302,,,,,,,,,,,
958,d7083109,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
959,d6827822,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
960,d6883493,45.0,45.0,45.0,30.0,0.0,1.0,1.0,1.0,0.0,0.2,0.0
961,d8430809,40.0,35.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.2,0.0
962,d4259209,40.0,40.0,40.0,35.0,0.0,1.0,1.0,1.0,0.0,0.9,0.0
963,d10226821,40.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.1,0.0
964,d11734232,,,,,,,,,,,
965,d3607504,,,,,0.0,1.0,1.0,1.0,0.0,0.6,0.0
966,d4022613,50.0,40.0,35.0,45.0,0.0,1.0,1.0,1.0,0.0,0.2,0.0
967,d7011418,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
968,d11511431,,,,,0.0,1.0,1.0,1.0,0.0,2.5,0.0
969,d697165,35.0,35.0,35.0,35.0,0.0,1.0,1.0,1.0,0.0,0.2,0.0
970,d7278611,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
971,d6999276,,,,,0.0,1.0,1.0,1.0,0.0,0.5,0.0
972,d11180599,35.0,35.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.2,0.0
973,d1047599,35.0,35.0,35.0,35.0,0.0,1.0,1.0,1.0,0.0,0.8,0.0
974,d12499101,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
975,d3470324,45.0,45.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,,0.0
976,d12667659,35.0,35.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.7,0.0
977,d7660589,,,,,0.0,1.0,1.0,1.0,0.0,1.3,0.0
978,d2532077,35.0,40.0,35.0,40.0,0.0,1.0,1.0,1.0,0.0,0.4,0.0
979,d2330277,45.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.3,1.0
980,d695070,,,,,,,,,,,
981,d8316919,,,,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
982,d1998678,,,,,0.0,1.0,1.0,1.0,0.0,0.6,0.0
983,d2014583,35.0,35.0,35.0,35.0,0.0,1.0,1.0,1.0,0.0,0.4,0.0
984,d3385081,,,,,0.0,1.0,1.0,1.0,0.0,0.2,0.0
985,d8768763,,,,,0.0,1.0,1.0,1.0,0.0,0.7,0.0
986,d13124346,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
987,d2166157,40.0,35.0,35.0,30.0,0.0,1.0,1.0,1.0,0.0,0.1,0.0
988,d6570763,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
989,d8745780,40.0,40.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.6,0.0
990,d6949162,45.0,45.0,45.0,45.0,0.0,1.0,1.0,1.0,0.0,0.2,0.0
991,d7203612,45.0,40.0,45.0,,0.0,1.0,1.0,1.0,0.0,0.6,0.0
992,d9751083,45.0,45.0,45.0,,0.0,1.0,1.0,1.0,0.0,0.1,0.0
993,d5792726,35.0,35.0,35.0,,0.0,1.0,1.0,1.0,0.0,3.1,0.0
994,d12669894,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
995,d11434882,35.0,35.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
996,d4681626,45.0,45.0,45.0,45.0,0.0,1.0,1.0,1.0,0.0,0.7,1.0
997,d787933,40.0,40.0,35.0,40.0,0.0,1.0,1.0,1.0,0.0,0.6,0.0
998,d3484430,,,,,,,,,,,
999,d986295,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
